accessions	gene_id	gene	gene_description	alt_gene_description	all_GO_ids	BP_GO_ids	CC_GO_ids	MF_GO_ids
Q96RT7;Q5JZ80;Q6PJ40;Q86YE9;Q9BY91;Q9UGX3;Q9UGX4	85378	TUBGCP6	Gamma-tubulin complex component 6	Seryl-tRNA synthetase	GO:0005813;GO:0005829;GO:0000923;GO:0000930;GO:0000931;GO:0008275;GO:0016020;GO:0005874;GO:0000922;GO:0043015;GO:0008017;GO:0031122;GO:0051321;GO:0007020;GO:0000278;GO:0051225	GO:0031122;GO:0051321;GO:0007020;GO:0000278;GO:0051225	GO:0005813;GO:0005829;GO:0000923;GO:0000930;GO:0000931;GO:0008275;GO:0016020;GO:0005874;GO:0000922	GO:0043015;GO:0008017
G5E8P0;Q6PFC6;Q6ZPK3;Q8BWI2	328580	Tubgcp6	Gamma-tubulin complex component 6	Seryl-tRNA synthetase	GO:0005813;GO:0005737;GO:0000923;GO:0000930;GO:0000931;GO:0008275;GO:0005874;GO:0000922;GO:0043015;GO:0008017;GO:0031122;GO:0051321;GO:0007020;GO:0000278;GO:0051225	GO:0031122;GO:0051321;GO:0007020;GO:0000278;GO:0051225	GO:0005813;GO:0005737;GO:0000923;GO:0000930;GO:0000931;GO:0008275;GO:0005874;GO:0000922	GO:0043015;GO:0008017
O81635;O04641	832758	KIN14G	Kinesin-like protein KIN-14G	Kinesin-like protein KatD	GO:0005737;GO:0005874;GO:0005524;GO:0016887;GO:0008017;GO:0003777;GO:0007018	GO:0007018	GO:0005737;GO:0005874	GO:0005524;GO:0016887;GO:0008017;GO:0003777
Q2HJE9	540765	TIMM17B	Mitochondrial import inner membrane translocase subunit Tim17-B	Kinesin-like protein KatD	GO:0016021;GO:0005744;GO:0008320;GO:0030150	GO:0030150	GO:0016021;GO:0005744	GO:0008320
Q99JI4;Q9CWZ1	66413	Psmd6	26S proteasome non-ATPase regulatory subunit 6	p42A	GO:0022624;GO:0000502;GO:0005838;GO:0030234;GO:0043161	GO:0043161	GO:0022624;GO:0000502;GO:0005838	GO:0030234
Q9UKG1;Q9P2B9	26060	APPL1	DCC-interacting protein 13-alpha	Adapter protein containing PH domain PTB domain and leucine zipper motif 1	GO:0005737;GO:0031410;GO:0005829;GO:0005769;GO:0031901;GO:0032009;GO:0005768;GO:0010008;GO:0070062;GO:0097708;GO:0044354;GO:0016020;GO:0005634;GO:0005886;GO:0001726;GO:0012506;GO:0048487;GO:0042802;GO:0035091;GO:0001786;GO:0042803;GO:0043422;GO:0044877;GO:0033211;GO:0007049;GO:0035729;GO:0008286;GO:1905450;GO:1900017;GO:0046326;GO:1905303;GO:0048023;GO:0006606;GO:0010762;GO:2000045;GO:0046324;GO:0045088;GO:1903076;GO:0034143;GO:0007165;GO:0023052;GO:0007179	GO:0033211;GO:0007049;GO:0035729;GO:0008286;GO:1905450;GO:1900017;GO:0046326;GO:1905303;GO:0048023;GO:0006606;GO:0010762;GO:2000045;GO:0046324;GO:0045088;GO:1903076;GO:0034143;GO:0007165;GO:0023052;GO:0007179	GO:0005737;GO:0031410;GO:0005829;GO:0005769;GO:0031901;GO:0032009;GO:0005768;GO:0010008;GO:0070062;GO:0097708;GO:0044354;GO:0016020;GO:0005634;GO:0005886;GO:0001726;GO:0012506	GO:0048487;GO:0042802;GO:0035091;GO:0001786;GO:0042803;GO:0043422;GO:0044877
Q04073	373404		DNA-binding protein P3A2	Adapter protein containing PH domain PTB domain and leucine zipper motif 1	GO:0005634;GO:0000981;GO:0000978;GO:0006357	GO:0006357	GO:0005634	GO:0000981;GO:0000978
Q9UBU6;B2R725	51439	FAM8A1	Protein FAM8A1	Autosomal highly conserved protein	GO:0000836;GO:0016021;GO:0030433	GO:0030433	GO:0000836;GO:0016021	
Q4R8M1		SELENOK	Selenoprotein K	Autosomal highly conserved protein	GO:0005783;GO:0005789;GO:0016021;GO:0005886;GO:0006816;GO:0018345	GO:0006816;GO:0018345	GO:0005783;GO:0005789;GO:0016021;GO:0005886	
O09111	104130	Ndufb11	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11 mitochondrial	Neuronal protein 15.6	GO:0005747;GO:0005739;GO:0032981	GO:0032981	GO:0005747;GO:0005739	
P09436;D6VPS6	852202	ILS1	Isoleucine--tRNA ligase cytoplasmic	Isoleucyl-tRNA synthetase	GO:0005829;GO:0002161;GO:0005524;GO:0004822;GO:0000049;GO:0006428	GO:0006428	GO:0005829	GO:0002161;GO:0005524;GO:0004822;GO:0000049
P41252;A8KAE9;Q5TCD0;Q7Z3T4;Q9H588	3376	IARS1	Isoleucine--tRNA ligase cytoplasmic	Isoleucyl-tRNA synthetase	GO:0017101;GO:0005737;GO:0005829;GO:0070062;GO:0016020;GO:0005654;GO:0002161;GO:0005524;GO:0051020;GO:0004822;GO:0000049;GO:0006428;GO:0001649;GO:0006418	GO:0006428;GO:0001649;GO:0006418	GO:0017101;GO:0005737;GO:0005829;GO:0070062;GO:0016020;GO:0005654	GO:0002161;GO:0005524;GO:0051020;GO:0004822;GO:0000049
Q13105;A0AV07;B4DXB4;B7ZLQ9;F5H411;Q15932;Q5JYB2;Q9NUC9	7709	ZBTB17	Zinc finger and BTB domain-containing protein 17	Zinc finger protein 60	GO:0005654;GO:0032991;GO:0032993;GO:0001046;GO:0001228;GO:0003700;GO:0140297;GO:0001227;GO:0046872;GO:0000978;GO:0001223;GO:0007398;GO:0070314;GO:0001702;GO:0045786;GO:0008285;GO:0045944;GO:0006357	GO:0007398;GO:0070314;GO:0001702;GO:0045786;GO:0008285;GO:0045944;GO:0006357	GO:0005654;GO:0032991;GO:0032993	GO:0001046;GO:0001228;GO:0003700;GO:0140297;GO:0001227;GO:0046872;GO:0000978;GO:0001223
F1ND48;A1YKW0	416687	FBH1	F-box DNA helicase 1	F-box only protein 18	GO:0000785;GO:0005634;GO:0019005;GO:0043138;GO:0005524;GO:0016887;GO:0003678;GO:0003690;GO:0003697;GO:0008219;GO:0006974;GO:0000724;GO:2000042;GO:0016567;GO:0000725;GO:0031297;GO:0048478	GO:0008219;GO:0006974;GO:0000724;GO:2000042;GO:0016567;GO:0000725;GO:0031297;GO:0048478	GO:0000785;GO:0005634;GO:0019005	GO:0043138;GO:0005524;GO:0016887;GO:0003678;GO:0003690;GO:0003697
Q9Z2U1	26442	Psma5	Proteasome subunit alpha type-5	Proteasome zeta chain	GO:0005829;GO:0005654;GO:0005634;GO:0000502;GO:0005839;GO:0019773;GO:0010498;GO:0043161	GO:0010498;GO:0043161	GO:0005829;GO:0005654;GO:0005634;GO:0000502;GO:0005839;GO:0019773	
Q0D261;A7YT11;Q52KN4		ubl4a	Ubiquitin-like protein 4A	Proteasome zeta chain	GO:0071818;GO:0005829;GO:0005634;GO:0071816	GO:0071816	GO:0071818;GO:0005829;GO:0005634	
A8Y5T1	567726	cfap276	Protein CFAP276	Cilia- and flagella-associated protein 276	GO:0005737;GO:0005856		GO:0005737;GO:0005856	
A6NGJ6	120146	TRIM64	Tripartite motif-containing protein 64	Cilia- and flagella-associated protein 276	GO:0005737;GO:0061630;GO:0008270;GO:0045087;GO:0016567;GO:0010468	GO:0045087;GO:0016567;GO:0010468	GO:0005737	GO:0061630;GO:0008270
Q96DM3;Q9BU17;Q9Y5M0	29919	RMC1	Regulator of MON1-CCZ1 complex	WD repeat-containing protein 98	GO:0031902;GO:0005765;GO:0035658;GO:0006914;GO:0010506	GO:0006914;GO:0010506	GO:0031902;GO:0005765;GO:0035658	
P09623	397129	DLD	Dihydrolipoyl dehydrogenase mitochondrial	Dihydrolipoamide dehydrogenase	GO:0001669;GO:0005759;GO:0005739;GO:0031514;GO:0005634;GO:0045252;GO:0004148;GO:0050660;GO:0045454;GO:0106077	GO:0045454;GO:0106077	GO:0001669;GO:0005759;GO:0005739;GO:0031514;GO:0005634;GO:0045252	GO:0004148;GO:0050660
Q8BL66;Q6DIC2	216238	Eea1	Early endosome antigen 1	Dihydrolipoamide dehydrogenase	GO:0044308;GO:0031410;GO:0005829;GO:0005769;GO:0031901;GO:0005768;GO:0019897;GO:0055037;GO:0005969;GO:0005545;GO:0030742;GO:0046872;GO:0042803;GO:0006897;GO:0006906;GO:0039694	GO:0006897;GO:0006906;GO:0039694	GO:0044308;GO:0031410;GO:0005829;GO:0005769;GO:0031901;GO:0005768;GO:0019897;GO:0055037;GO:0005969	GO:0005545;GO:0030742;GO:0046872;GO:0042803
Q3T0F5	509970	RAB7A	Ras-related protein Rab-7a	Dihydrolipoamide dehydrogenase	GO:0000421;GO:0005829;GO:0032419;GO:0005770;GO:0031902;GO:0005811;GO:0005764;GO:0033162;GO:0005739;GO:0045335;GO:0030670;GO:0003925;GO:0005525;GO:0045022;GO:0008333;GO:0099638;GO:0016042;GO:0061724;GO:0090383;GO:0090385	GO:0045022;GO:0008333;GO:0099638;GO:0016042;GO:0061724;GO:0090383;GO:0090385	GO:0000421;GO:0005829;GO:0032419;GO:0005770;GO:0031902;GO:0005811;GO:0005764;GO:0033162;GO:0005739;GO:0045335;GO:0030670	GO:0003925;GO:0005525
Q5D013	503749	eef1akmt2	EEF1A lysine methyltransferase 2	Protein-lysine N-methyltransferase mettl10	GO:0005737;GO:0005634;GO:0008168;GO:0016279;GO:0018027;GO:0018022;GO:0018026	GO:0018027;GO:0018022;GO:0018026	GO:0005737;GO:0005634	GO:0008168;GO:0016279
Q6A0A9;A0PJK6;B3DFJ0;Q91Z16	218236	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1	Protein FAM120A	GO:0005829;GO:0005634;GO:0005886;GO:0003723		GO:0005829;GO:0005634;GO:0005886	GO:0003723
Q3UGP8;Q3TLS4	380959	Alg10b	Putative Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-12-glucosyltransferase	Asparagine-linked glycosylation protein 10 homolog B	GO:0005783;GO:0016021;GO:0005886;GO:0106073;GO:0016740;GO:0060117;GO:0006488;GO:0071805;GO:0006487;GO:0007605	GO:0060117;GO:0006488;GO:0071805;GO:0006487;GO:0007605	GO:0005783;GO:0016021;GO:0005886	GO:0106073;GO:0016740
D3ZHS6	306257	Bap1	Ubiquitin carboxyl-terminal hydrolase BAP1	BRCA1-associated protein 1	GO:0005737;GO:0005634;GO:0035517;GO:0003682;GO:0004843;GO:0006325;GO:0061519;GO:0035522;GO:0035520;GO:0045892;GO:0016579;GO:0071108;GO:0051726;GO:0001558;GO:1900015;GO:0050727;GO:0010035;GO:0006511	GO:0006325;GO:0061519;GO:0035522;GO:0035520;GO:0045892;GO:0016579;GO:0071108;GO:0051726;GO:0001558;GO:1900015;GO:0050727;GO:0010035;GO:0006511	GO:0005737;GO:0005634;GO:0035517	GO:0003682;GO:0004843
Q86MA7	100533301		IREFV-amide	BRCA1-associated protein 1	GO:0005576;GO:0007218	GO:0007218	GO:0005576	
Q5XTS1	100328577	PNPLA8	Calcium-independent phospholipase A2-gamma	Patatin-like phospholipase domain-containing protein 8	GO:0005789;GO:0016021;GO:0016020;GO:0031966;GO:0005739;GO:0005778;GO:0005777;GO:0047499;GO:0004622;GO:0102545;GO:0008970;GO:0019369;GO:0032048;GO:0016042;GO:0055088;GO:0070328	GO:0019369;GO:0032048;GO:0016042;GO:0055088;GO:0070328	GO:0005789;GO:0016021;GO:0016020;GO:0031966;GO:0005739;GO:0005778;GO:0005777	GO:0047499;GO:0004622;GO:0102545;GO:0008970
Q8CFA2	434437	Amt	Aminomethyltransferase mitochondrial	Glycine cleavage system T protein	GO:0005739;GO:0005654;GO:0004047;GO:0008483;GO:0019464	GO:0019464	GO:0005739;GO:0005654	GO:0004047;GO:0008483
Q08BB2	768158	pm20d1.2	N-fatty-acyl-amino acid synthase/hydrolase PM20D1.2	Peptidase M20 domain-containing protein 1.2	GO:0005615;GO:0004046;GO:0016811;GO:0016829;GO:0046872;GO:0004181;GO:1990845;GO:0043604;GO:0043605;GO:0006520;GO:0044255;GO:0097009;GO:0006631;GO:0006807;GO:2000275;GO:0022904	GO:1990845;GO:0043604;GO:0043605;GO:0006520;GO:0044255;GO:0097009;GO:0006631;GO:0006807;GO:2000275;GO:0022904	GO:0005615	GO:0004046;GO:0016811;GO:0016829;GO:0046872;GO:0004181
B0G143	8624014	ucpB	Mitochondrial substrate carrier family protein ucpB	Uncoupler protein B	GO:0016021;GO:0005743;GO:0006839	GO:0006839	GO:0016021;GO:0005743	
O88278	83466	Celsr3	Cadherin EGF LAG seven-pass G-type receptor 3	Multiple epidermal growth factor-like domains protein 2	GO:0016021;GO:0005886;GO:0005509;GO:0004930;GO:0007413;GO:0098609;GO:0060271;GO:0036514;GO:0007156;GO:0001764;GO:1904938;GO:0032880;GO:0001932;GO:0036515	GO:0007413;GO:0098609;GO:0060271;GO:0036514;GO:0007156;GO:0001764;GO:1904938;GO:0032880;GO:0001932;GO:0036515	GO:0016021;GO:0005886	GO:0005509;GO:0004930
Q3SZ71	534546	PMPCB	Mitochondrial-processing peptidase subunit beta	Beta-MPP	GO:0017087;GO:0046872;GO:0004222;GO:0006627	GO:0006627	GO:0017087	GO:0046872;GO:0004222
Q8N1I0;O14584;O94824;Q8NB45	9732	DOCK4	Dedicator of cytokinesis protein 4	Beta-MPP	GO:0005829;GO:0005794;GO:0016020;GO:0005730;GO:0005886;GO:0032420;GO:0032421;GO:0005085;GO:0030165;GO:0030971;GO:0017124;GO:0031267;GO:0060326;GO:1904694;GO:1904754;GO:0007264	GO:0060326;GO:1904694;GO:1904754;GO:0007264	GO:0005829;GO:0005794;GO:0016020;GO:0005730;GO:0005886;GO:0032420;GO:0032421	GO:0005085;GO:0030165;GO:0030971;GO:0017124;GO:0031267
Q8IZD9;O15017	1795	DOCK3	Dedicator of cytokinesis protein 3	Presenilin-binding protein	GO:0005829;GO:0005085;GO:0017124;GO:1903997;GO:0051056;GO:0007264	GO:1903997;GO:0051056;GO:0007264	GO:0005829	GO:0005085;GO:0017124
Q9WU00;Q9CXE4	18181	Nrf1	Nuclear respiratory factor 1	Alpha palindromic-binding protein	GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:0005667;GO:0001228;GO:0003700;GO:0000981;GO:0042803;GO:0000978;GO:0007005;GO:0045944;GO:0006357;GO:0051602	GO:0007005;GO:0045944;GO:0006357;GO:0051602	GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:0005667	GO:0001228;GO:0003700;GO:0000981;GO:0042803;GO:0000978
P33215;Q6NXV3;Q8BN12;Q8BN86;Q8BQL9;Q9CWK2	17997	Nedd1	Protein NEDD1	Neural precursor cell expressed developmentally down-regulated protein 1	GO:0045177;GO:0005814;GO:0005813;GO:0036064;GO:0005737;GO:0000931;GO:0005654;GO:0000242;GO:0005886;GO:0000922;GO:0007049;GO:0051301;GO:0007019;GO:0031109;GO:0071539;GO:0070201	GO:0007049;GO:0051301;GO:0007019;GO:0031109;GO:0071539;GO:0070201	GO:0045177;GO:0005814;GO:0005813;GO:0036064;GO:0005737;GO:0000931;GO:0005654;GO:0000242;GO:0005886;GO:0000922	
Q3SZI7	509305	COG6	Conserved oligomeric Golgi complex subunit 6	Component of oligomeric Golgi complex 6	GO:0000139;GO:0017119;GO:0070085;GO:0006891;GO:0015031	GO:0070085;GO:0006891;GO:0015031	GO:0000139;GO:0017119	
Q6NXR0;Q05BR8	56269	IRGC	Interferon-inducible GTPase 5	Immunity-related GTPase cinema 1	GO:0005789;GO:0005525;GO:0003924;GO:0035458;GO:0006952	GO:0035458;GO:0006952	GO:0005789	GO:0005525;GO:0003924
O08900;B1AQE6	22780	Ikzf3	Zinc finger protein Aiolos	Ikaros family zinc finger protein 3	GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:0001228;GO:0003700;GO:0042826;GO:0042802;GO:0046872;GO:1990841;GO:0042803;GO:0000978;GO:0000977;GO:0043565;GO:0042113;GO:0045944;GO:0042981;GO:0045577;GO:0030888;GO:0045619;GO:0006357;GO:0009617	GO:0042113;GO:0045944;GO:0042981;GO:0045577;GO:0030888;GO:0045619;GO:0006357;GO:0009617	GO:0005737;GO:0005829;GO:0005654;GO:0005634	GO:0001228;GO:0003700;GO:0042826;GO:0042802;GO:0046872;GO:1990841;GO:0042803;GO:0000978;GO:0000977;GO:0043565
Q9UPQ7;A7MCZ6;Q8N2N7;Q96CC2;Q9NSQ2	23024	PDZRN3	E3 ubiquitin-protein ligase PDZRN3	Semaphorin cytoplasmic domain-associated protein 3	GO:0005737;GO:0031594;GO:0061630;GO:0004842;GO:0008270;GO:0007528;GO:0016567	GO:0007528;GO:0016567	GO:0005737;GO:0031594	GO:0061630;GO:0004842;GO:0008270
A6QLP2	532836	AHCYL2	Adenosylhomocysteinase 3	Long-IRBIT	GO:0005829;GO:0005783;GO:0043005;GO:0016787;GO:0006730;GO:0033353	GO:0006730;GO:0033353	GO:0005829;GO:0005783;GO:0043005	GO:0016787
P70174;Q91V75;Q91XN0;Q91XN1;Q91XN2;Q91XN3	15465	Hrh1	Histamine H1 receptor	Long-IRBIT	GO:0005829;GO:0030425;GO:0005887;GO:0005886;GO:0045202;GO:0015085;GO:0004993;GO:0051381;GO:0004969;GO:0030594;GO:0070509;GO:0071420;GO:0007268;GO:0048245;GO:0007186;GO:0007187;GO:0071421;GO:0007613;GO:0010894;GO:0045429;GO:0045907;GO:0048167;GO:0043114;GO:0048511;GO:0008542	GO:0070509;GO:0071420;GO:0007268;GO:0048245;GO:0007186;GO:0007187;GO:0071421;GO:0007613;GO:0010894;GO:0045429;GO:0045907;GO:0048167;GO:0043114;GO:0048511;GO:0008542	GO:0005829;GO:0030425;GO:0005887;GO:0005886;GO:0045202	GO:0015085;GO:0004993;GO:0051381;GO:0004969;GO:0030594
Q9VCY8;Q9VCY9	42656	AdipoR	Adiponectin receptor protein	Long-IRBIT	GO:0016021;GO:0005886;GO:0046872;GO:0016500;GO:0038023;GO:0033211;GO:0019395;GO:0036099;GO:0042593;GO:0009755;GO:0032024;GO:0070328	GO:0033211;GO:0019395;GO:0036099;GO:0042593;GO:0009755;GO:0032024;GO:0070328	GO:0016021;GO:0005886	GO:0046872;GO:0016500;GO:0038023
Q9H2W6;B2RD75;Q9HBU8	26589	MRPL46	39S ribosomal protein L46 mitochondrial	P2ECSL	GO:0030054;GO:0005743;GO:0005762;GO:0005739;GO:0005654;GO:0003735		GO:0030054;GO:0005743;GO:0005762;GO:0005739;GO:0005654	GO:0003735
Q5EA28	511446	CXXC1	CXXC-type zinc finger protein 1	PHD finger and CXXC domain-containing protein 1	GO:0005829;GO:0016363;GO:0016607;GO:0005634;GO:0048188;GO:0042800;GO:0035064;GO:0045322;GO:0008270;GO:0045893	GO:0045893	GO:0005829;GO:0016363;GO:0016607;GO:0005634;GO:0048188	GO:0042800;GO:0035064;GO:0045322;GO:0008270
Q9VQ56;Q95SM6	326152	erm	Fez family zinc finger protein erm	Earmuff	GO:0044295;GO:0043025;GO:0005634;GO:0001228;GO:0046872;GO:0000978;GO:0043565;GO:0000976;GO:0007412;GO:0060385;GO:0043697;GO:0010629;GO:0007406;GO:0045892;GO:0072499;GO:0010628;GO:1902843;GO:0045666;GO:1902692;GO:0050767;GO:0006357;GO:0019827	GO:0007412;GO:0060385;GO:0043697;GO:0010629;GO:0007406;GO:0045892;GO:0072499;GO:0010628;GO:1902843;GO:0045666;GO:1902692;GO:0050767;GO:0006357;GO:0019827	GO:0044295;GO:0043025;GO:0005634	GO:0001228;GO:0046872;GO:0000978;GO:0043565;GO:0000976
P20488	280937	SYP	Synaptophysin	Major synaptic vesicle protein p38	GO:0042584;GO:0030136;GO:0016021;GO:0043005;GO:0030672;GO:0051020;GO:0042802;GO:0006897;GO:0045920;GO:0048168;GO:2000474	GO:0006897;GO:0045920;GO:0048168;GO:2000474	GO:0042584;GO:0030136;GO:0016021;GO:0043005;GO:0030672	GO:0051020;GO:0042802
P97280	101826575	ITIH3	Inter-alpha-trypsin inhibitor heavy chain H3	Major synaptic vesicle protein p38	GO:0005576;GO:0004867;GO:0030212	GO:0030212	GO:0005576	GO:0004867
P51954	18004	Nek1	Serine/threonine-protein kinase Nek1	Never in mitosis A-related kinase 1	GO:0034451;GO:0005813;GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:0000242;GO:0071889;GO:0005524;GO:0016301;GO:0046872;GO:0004672;GO:0106310;GO:0004674;GO:0004712;GO:0004713;GO:0007049;GO:0051301;GO:0006974;GO:0060271;GO:0001822;GO:0035264;GO:0006468;GO:2000001;GO:0010212;GO:0007283	GO:0007049;GO:0051301;GO:0006974;GO:0060271;GO:0001822;GO:0035264;GO:0006468;GO:2000001;GO:0010212;GO:0007283	GO:0034451;GO:0005813;GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:0000242	GO:0071889;GO:0005524;GO:0016301;GO:0046872;GO:0004672;GO:0106310;GO:0004674;GO:0004712;GO:0004713
G3V9D0	288091	Poglut1	Protein O-glucosyltransferase 1	Protein O-xylosyltransferase	GO:0012505;GO:0005788;GO:0140561;GO:0140562;GO:0046527;GO:0035251;GO:0035252;GO:0048318;GO:0072359;GO:0007369;GO:0060537;GO:0048339;GO:0045747;GO:0006493;GO:0018242;GO:0010470;GO:0008593;GO:0001756	GO:0048318;GO:0072359;GO:0007369;GO:0060537;GO:0048339;GO:0045747;GO:0006493;GO:0018242;GO:0010470;GO:0008593;GO:0001756	GO:0012505;GO:0005788	GO:0140561;GO:0140562;GO:0046527;GO:0035251;GO:0035252
H3BNL1	646498	C3orf84	Uncharacterized protein C3orf84	Protein O-xylosyltransferase				
Q6B855	445425	TKT	Transketolase	Protein O-xylosyltransferase	GO:0005789;GO:0046872;GO:0030976;GO:0004802;GO:0009052;GO:0040008;GO:0046390	GO:0009052;GO:0040008;GO:0046390	GO:0005789	GO:0046872;GO:0030976;GO:0004802
P01122	100533240	RHO	Ras-like GTP-binding protein RHO	Protein O-xylosyltransferase	GO:0005886;GO:0005525;GO:0003924;GO:0007264	GO:0007264	GO:0005886	GO:0005525;GO:0003924
B2RX12;J3QML2;Q3U1W8;Q56PH0;Q59DK9;Q59DL0;Q5SUF4;Q80ZK8	76408	Abcc3	ATP-binding cassette sub-family C member 3	Multidrug resistance-associated protein 3	GO:0016323;GO:0005887;GO:0016020;GO:0005886;GO:0015432;GO:0015431;GO:0008559;GO:0005524;GO:0042626;GO:0015164;GO:0071714;GO:0042910;GO:0098656;GO:0015721;GO:0015722;GO:0071716;GO:0055085;GO:0006855;GO:0042908	GO:0098656;GO:0015721;GO:0015722;GO:0071716;GO:0055085;GO:0006855;GO:0042908	GO:0016323;GO:0005887;GO:0016020;GO:0005886	GO:0015432;GO:0015431;GO:0008559;GO:0005524;GO:0042626;GO:0015164;GO:0071714;GO:0042910
Q99NF3;D3Z3U1;F7CSA6;Q3TTB5;Q8BT53	83922	Cep41	Centrosomal protein of 41 kDa	Testis-specific gene A14 protein	GO:0005814;GO:0005813;GO:0036064;GO:0005929;GO:0005737;GO:0060271;GO:0018095;GO:0015031	GO:0060271;GO:0018095;GO:0015031	GO:0005814;GO:0005813;GO:0036064;GO:0005929;GO:0005737	
Q866E8		FUT1	Galactoside alpha-(12)-fucosyltransferase 1	Type 2 galactoside alpha-(12)-fucosyltransferase FUT1	GO:0032580;GO:0016021;GO:0031127;GO:0008107;GO:0005975;GO:0036065;GO:0006629;GO:0021772;GO:0001954;GO:0010595;GO:1904906;GO:1903672;GO:0006486;GO:0030155;GO:0001936	GO:0005975;GO:0036065;GO:0006629;GO:0021772;GO:0001954;GO:0010595;GO:1904906;GO:1903672;GO:0006486;GO:0030155;GO:0001936	GO:0032580;GO:0016021	GO:0031127;GO:0008107
P21266;O60550;Q96HA3	2947	GSTM3	Glutathione S-transferase Mu 3	GSTM3-3	GO:0005737;GO:0005829;GO:0070062;GO:0045171;GO:0005634;GO:0035686;GO:0019899;GO:0043295;GO:0004364;GO:0042802;GO:0042803;GO:0070458;GO:0008065;GO:0006749;GO:0018916;GO:0043627;GO:0042178	GO:0070458;GO:0008065;GO:0006749;GO:0018916;GO:0043627;GO:0042178	GO:0005737;GO:0005829;GO:0070062;GO:0045171;GO:0005634;GO:0035686	GO:0019899;GO:0043295;GO:0004364;GO:0042802;GO:0042803
Q8JZL1;B2RRY7;Q8K447;Q8R5J8	171463	Il17rd	Interleukin-17 receptor D	Sef homolog	GO:0005794;GO:0000139;GO:0016021;GO:0005654;GO:0005886;GO:0030368;GO:0010719;GO:0030512	GO:0010719;GO:0030512	GO:0005794;GO:0000139;GO:0016021;GO:0005654;GO:0005886	GO:0030368
Q58588			Uncharacterized protein MJ1187	Sef homolog	GO:0016787			GO:0016787
A7S1L6	5514196	slc35c1	GDP-fucose transporter 1	Solute carrier family 35 member C1 homolog	GO:0005794;GO:0000139;GO:0016021;GO:0015297;GO:0005457;GO:0008643;GO:0036085;GO:0036066	GO:0008643;GO:0036085;GO:0036066	GO:0005794;GO:0000139;GO:0016021	GO:0015297;GO:0005457
Q9ESJ4;Q3UYF3;Q68G72	80987	Nckipsd	NCK-interacting protein with SH3 domain	Wiskott-Aldrich syndrome protein-binding protein	GO:0008180;GO:0071933;GO:0017124;GO:0006897;GO:0010976	GO:0006897;GO:0010976	GO:0008180	GO:0071933;GO:0017124
Q8WWW0;A8K1E6;Q5SY32;Q8WWV9;Q8WXF4;Q9BT99	83593	RASSF5	Ras association domain-containing protein 5	Regulator for cell adhesion and polarization enriched in lymphoid tissues	GO:0005737;GO:0005874;GO:0005634;GO:0042802;GO:0046872;GO:0031267;GO:0006915;GO:0035556;GO:0008285;GO:0031398;GO:0042981;GO:1900180;GO:0007165	GO:0006915;GO:0035556;GO:0008285;GO:0031398;GO:0042981;GO:1900180;GO:0007165	GO:0005737;GO:0005874;GO:0005634	GO:0042802;GO:0046872;GO:0031267
Q9NS23;B7ZLL1;O14571;O60539;O60710;Q0VGC6;Q5TZT2;Q9HB04;Q9HB18Q9NS22;Q9UND4;Q9UND5	11186	RASSF1	Ras association domain-containing protein 1	Regulator for cell adhesion and polarization enriched in lymphoid tissues	GO:0005737;GO:0005874;GO:0015630;GO:0005815;GO:0005634;GO:0000922;GO:0042802;GO:0047485;GO:0008270;GO:0007049;GO:0006974;GO:0031398;GO:0050821;GO:0007265;GO:0051726;GO:1902806;GO:0070507;GO:0007165	GO:0007049;GO:0006974;GO:0031398;GO:0050821;GO:0007265;GO:0051726;GO:1902806;GO:0070507;GO:0007165	GO:0005737;GO:0005874;GO:0015630;GO:0005815;GO:0005634;GO:0000922	GO:0042802;GO:0047485;GO:0008270
P41564		IDH3G	Isocitrate dehydrogenase [NAD] subunit gamma mitochondrial	NAD(+)-specific ICDH subunit gamma	GO:0005739;GO:0005524;GO:0004449;GO:0000287;GO:0051287;GO:0006102;GO:0006099	GO:0006102;GO:0006099	GO:0005739	GO:0005524;GO:0004449;GO:0000287;GO:0051287
Q5PQ63	495969	immp2l	Mitochondrial inner membrane protease subunit 2	IMP2-like protein	GO:0016021;GO:0042720;GO:0004252;GO:0006627;GO:0006465	GO:0006627;GO:0006465	GO:0016021;GO:0042720	GO:0004252
Q6WRI0;Q86YJ9;Q8N772;Q8NA84	285313	IGSF10	Immunoglobulin superfamily member 10	Calvaria mechanical force protein 608	GO:0005576;GO:0030154;GO:0001503;GO:2001222	GO:0030154;GO:0001503;GO:2001222	GO:0005576	
